2
250.0 1.0 300.0 20000.0 5
2040.0 1.0 450.0 35000.0 5
20
2831.5
2437.0
2641.3
2352.6
2609.1000000000004
2898.0
2995.6000000000004
2187.3
2686.2000000000003
2917.0
2699.6000000000004
2728.1000000000004
2230.5
2092.5
2708.4
2632.7000000000003
2033.6000000000001
2650.5
2084.6
2172.9
4.0 4.0
12.0 12.0
12.0 4.0
4.0 12.0
12.86 7.77
5.93 15.35
12.92 6.49
15.62 4.27
8.59 9.63
5.4 2.26
13.36 12.11
1.67 4.29
15.3 4.62
4.67 7.35
6.02 4.22
10.69 13.67
0.56 14.11
2.29 5.73
9.19 1.84
15.98 15.24
1 1 0.0 0.0
1 2 172.5 11.3137
1 3 0.0 8.0
1 4 0.0 8.0
1 5 10.0 9.6287
1 6 9.0 11.5129
1 7 4.0 9.261
1 8 0.0 11.6231
1 9 10.0 7.264
1 10 1.0 2.2333
1 11 2.0 12.3847
1 12 0.0 2.348
1 13 9.0 11.317
1 14 7.0 3.4163
1 15 1.0 2.0319
1 16 4.0 11.7586
1 17 9.0 10.6792
1 18 3.0 2.4325
1 19 0.0 5.6215
1 20 0.0 16.4274
2 1 157.5 11.3137
2 2 0.0 0.0
2 3 0.0 8.0
2 4 217.5 8.0
2 5 6.0 4.3165
2 6 8.0 6.9331
2 7 9.0 5.5863
2 8 0.0 8.5356
2 9 9.0 4.1527
2 10 4.0 11.7655
2 11 5.0 1.3644
2 12 9.0 12.89
2 13 0.0 8.0842
2 14 9.0 8.6805
2 15 8.0 9.8127
2 16 0.0 2.1225
2 17 8.0 11.633
2 18 7.0 11.5584
2 19 0.0 10.5414
2 20 7.0 5.1321
3 1 0.0 8.0
3 2 90.0 8.0
3 3 0.0 0.0
3 4 0.0 11.3137
3 5 8.0 3.8668
3 6 5.0 12.8712
3 7 0.0 2.6545
3 8 0.0 3.6301
3 9 7.0 6.5822
3 10 8.0 6.8255
3 11 0.0 8.2232
3 12 6.0 10.3341
3 13 10.0 3.3577
3 14 8.0 8.0592
3 15 9.0 5.984
3 16 4.0 9.7583
3 17 2.0 15.2671
3 18 4.0 9.8629
3 19 0.0 3.5442
3 20 10.0 11.9238
4 1 157.5 8.0
4 2 0.0 8.0
4 3 187.5 11.3137
4 4 0.0 0.0
4 5 10.0 9.818
4 6 0.0 3.8662
4 7 10.0 10.4846
4 8 5.0 13.9563
4 9 0.0 5.1658
4 10 5.0 9.8401
4 11 10.0 9.3606
4 12 6.0 8.0544
4 13 10.0 13.4965
4 14 0.0 4.698
4 15 0.0 8.038
4 16 0.0 6.8953
4 17 10.0 4.0356
4 18 5.0 6.499
4 19 0.0 11.4088
4 20 9.0 12.4104
5 1 10.0 9.6287
5 2 4.0 4.3165
5 3 9.0 3.8668
5 4 5.0 9.818
5 5 0.0 0.0
5 6 3.0 10.2704
5 7 7.0 1.2814
5 8 2.0 4.4573
5 9 0.0 4.6575
5 10 0.0 9.2742
5 11 0.0 4.3687
5 12 9.0 11.7186
5 13 4.0 3.9845
5 14 0.0 8.2008
5 15 1.0 7.7064
5 16 7.0 6.2864
5 17 4.0 13.8378
5 18 10.0 10.7651
5 19 6.0 6.9738
5 20 0.0 8.0954
6 1 8.0 11.5129
6 2 0.0 6.9331
6 3 7.0 12.8712
6 4 0.0 3.8662
6 5 0.0 10.2704
6 6 0.0 0.0
6 7 0.0 11.2854
6 8 1.0 14.7195
6 9 5.0 6.3082
6 10 8.0 13.1007
6 11 4.0 8.1057
6 12 0.0 11.8521
6 13 0.0 14.2453
6 14 4.0 8.0986
6 15 2.0 11.1304
6 16 2.0 5.0478
6 17 0.0 5.5113
6 18 6.0 10.2856
6 19 7.0 13.8978
6 20 9.0 10.0506
7 1 1.0 9.261
7 2 3.0 5.5863
7 3 3.0 2.6545
7 4 8.0 10.4846
7 5 8.0 1.2814
7 6 0.0 11.2854
7 7 0.0 0.0
7 8 9.0 3.4955
7 9 4.0 5.3487
7 10 0.0 8.6281
7 11 8.0 5.6372
7 12 8.0 11.4631
7 13 8.0 3.0268
7 14 4.0 8.2947
7 15 0.0 7.2638
7 16 4.0 7.5183
7 17 0.0 14.5201
7 18 0.0 10.6571
7 19 0.0 5.9612
7 20 9.0 9.2696
8 1 7.0 11.6231
8 2 10.0 8.5356
8 3 0.0 3.6301
8 4 0.0 13.9563
8 5 3.0 4.4573
8 6 4.0 14.7195
8 7 8.0 3.4955
8 8 0.0 0.0
8 9 6.0 8.8403
8 10 0.0 10.4158
8 11 1.0 8.1592
8 12 0.0 13.95
8 13 10.0 0.4742
8 14 0.0 11.3749
8 15 4.0 9.6001
8 16 0.0 10.6144
8 17 0.0 17.9897
8 18 10.0 13.4097
8 19 7.0 6.8738
8 20 7.0 10.9759
9 1 1.0 7.264
9 2 7.0 4.1527
9 3 2.0 6.5822
9 4 0.0 5.1658
9 5 0.0 4.6575
9 6 6.0 6.3082
9 7 2.0 5.3487
9 8 0.0 8.8403
9 9 0.0 0.0
9 10 1.0 8.0308
9 11 0.0 5.3762
9 12 7.0 8.7408
9 13 8.0 8.374
9 14 10.0 4.5348
9 15 4.0 5.9894
9 16 8.0 4.5532
9 17 3.0 9.1952
9 18 0.0 7.4095
9 19 2.0 7.8131
9 20 1.0 9.2782
10 1 10.0 2.2333
10 2 0.0 11.7655
10 3 0.0 6.8255
10 4 0.0 9.8401
10 5 0.0 9.2742
10 6 0.0 13.1007
10 7 1.0 8.6281
10 8 1.0 10.4158
10 9 7.0 8.0308
10 10 0.0 0.0
10 11 0.0 12.6643
10 12 8.0 4.2466
10 13 0.0 10.1774
10 14 1.0 5.1421
10 15 2.0 2.0557
10 16 4.0 12.5767
10 17 8.0 12.8003
10 18 4.0 4.6597
10 19 10.0 3.8132
10 20 9.0 16.7457
11 1 8.0 12.3847
