2
90.0 1.0 300.0 20000.0 4
750.0 1.0 450.0 35000.0 2
10
5156.400000000001
4306.0
4572.400000000001
5024.6
4813.400000000001
4627.0
4785.8
5960.400000000001
4804.400000000001
4611.6
4.0 4.0
12.0 12.0
4.86 7.77
13.93 15.35
4.92 6.49
7.62 4.27
8.59 9.63
5.4 2.26
13.36 12.11
1.67 4.29
1 1 0.0 0.0
1 2 0.0 11.3137
1 3 9.0 3.8668
1 4 0.0 15.0807
1 5 8.0 2.6545
1 6 2.0 3.6301
1 7 10.0 7.264
1 8 7.0 2.2333
1 9 0.0 12.3847
1 10 0.0 2.348
2 1 0.0 11.3137
2 2 0.0 0.0
2 3 0.0 8.2989
2 4 0.0 3.8662
2 5 0.0 8.9714
2 6 9.0 8.8847
2 7 7.0 4.1527
2 8 6.0 11.7655
2 9 0.0 1.3644
2 10 6.0 12.89
3 1 2.0 3.8668
3 2 2.0 8.2989
3 3 0.0 0.0
3 4 0.0 11.8204
3 5 6.0 1.2814
3 6 6.0 4.4573
3 7 0.0 4.168
3 8 0.0 5.5364
3 9 7.0 9.5439
3 10 0.0 4.7209
4 1 4.0 15.0807
4 2 0.0 3.8662
4 3 3.0 11.8204
4 4 0.0 0.0
4 5 0.0 12.6364
4 6 0.0 12.7508
4 7 10.0 7.8252
4 8 0.0 15.624
4 9 4.0 3.2898
4 10 1.0 16.5115
5 1 0.0 2.6545
5 2 0.0 8.9714
5 3 9.0 1.2814
5 4 4.0 12.6364
5 5 0.0 0.0
5 6 0.0 3.4955
5 7 10.0 4.83
5 8 0.0 4.2571
5 9 0.0 10.1399
5 10 0.0 3.9246
6 1 0.0 3.6301
6 2 7.0 8.8847
6 3 0.0 4.4573
6 4 4.0 12.7508
6 5 0.0 3.4955
6 6 0.0 0.0
6 7 3.0 5.4471
6 8 9.0 2.9947
6 9 0.0 9.7166
6 10 10.0 5.95
7 1 0.0 7.264
7 2 0.0 4.1527
7 3 0.0 4.168
7 4 8.0 7.8252
7 5 0.0 4.83
7 6 8.0 5.4471
7 7 0.0 0.0
7 8 9.0 8.0308
7 9 4.0 5.3762
7 10 5.0 8.7408
8 1 0.0 2.2333
8 2 5.0 11.7655
8 3 9.0 5.5364
8 4 0.0 15.624
8 5 3.0 4.2571
8 6 8.0 2.9947
8 7 7.0 8.0308
8 8 0.0 0.0
8 9 0.0 12.6643
8 10 0.0 4.2466
9 1 4.0 12.3847
9 2 0.0 1.3644
9 3 0.0 9.5439
9 4 0.0 3.2898
9 5 5.0 10.1399
9 6 1.0 9.7166
9 7 0.0 5.3762
9 8 7.0 12.6643
9 9 0.0 0.0
9 10 8.0 14.0644
10 1 0.0 2.348
10 2 0.0 12.89
10 3 0.0 4.7209
10 4 8.0 16.5115
10 5 9.0 3.9246
10 6 4.0 5.95
10 7 0.0 8.7408
10 8 4.0 4.2466
10 9 0.0 14.0644
10 10 0.0 0.0
