2
250      1   300.0   20000 5
2040     1   450.0   35000 5
20
28315
24370
26413
23526
26091
28980
29956
21873
26862
29170
26996
27281
22305
20925
27084
26327
20336
26505
20846
21729
4.00000   4.00000
12.00000   12.00000
12.00000   4.00000
4.00000   12.00000
12.86000   7.77000
5.93000   15.35000
12.92000   6.49000
15.62000   4.27000
8.59000   9.63000
5.40000   2.26000
13.36000   12.11000
1.67000   4.29000
15.30000   4.62000
4.67000   7.35000
6.02000   4.22000
10.69000   13.67000
0.56000   14.11000
2.29000   5.73000
9.19000   1.84000
15.98000   15.24000
1 1 0.0  0.0000
1 2 172.5  11.3137
1 3 202.5  8.0000
1 4 105.0  8.0000
1 5 10.0  9.6287
1 6 9.0  11.5129
1 7 4.0  9.2610
1 8 0.0  11.6231
1 9 10.0  7.2640
1 10 1.0  2.2333
1 11 2.0  12.3847
1 12 6.0  2.3480
1 13 9.0  11.3170
1 14 7.0  3.4163
1 15 1.0  2.0319
1 16 4.0  11.7586
1 17 9.0  10.6792
1 18 3.0  2.4325
1 19 9.0  5.6215
1 20 2.0  16.4274
2 1 157.5  11.3137
2 2 0.0  0.0000
2 3 180.0  8.0000
2 4 217.5  8.0000
2 5 6.0  4.3165
2 6 8.0  6.9331
2 7 9.0  5.5863
2 8 8.0  8.5356
2 9 9.0  4.1527
2 10 4.0  11.7655
2 11 5.0  1.3644
2 12 9.0  12.8900
2 13 5.0  8.0842
2 14 9.0  8.6805
2 15 8.0  9.8127
2 16 3.0  2.1225
2 17 8.0  11.6330
2 18 7.0  11.5584
2 19 5.0  10.5414
2 20 7.0  5.1321
3 1 202.5  8.0000
3 2 90.0  8.0000
3 3 0.0  0.0000
3 4 202.5  11.3137
3 5 8.0  3.8668
3 6 5.0  12.8712
3 7 1.0  2.6545
3 8 10.0  3.6301
3 9 7.0  6.5822
3 10 8.0  6.8255
3 11 0.0  8.2232
3 12 6.0  10.3341
3 13 10.0  3.3577
3 14 8.0  8.0592
3 15 9.0  5.9840
3 16 4.0  9.7583
3 17 2.0  15.2671
3 18 4.0  9.8629
3 19 3.0  3.5442
3 20 10.0  11.9238
4 1 157.5  8.0000
4 2 82.5  8.0000
